Company,Model,Fuel,SeatsBand,EngineBand,peer_id,hp,tq,vmax,acc_sec,cc,price,log_price,z_hp,z_tq,z_vmax,z_acc,z_eff,z_price,perf,price_index,VFM_ratio,VFM_diff,price_pred,price_resid,overpriced_pct
GMC,Sierra 2500HD AT4,Petrol,4–5,large,Petrol | 4–5 | large,401,629,170,7.5,6600,70000,11.15625052,-0.44,-0.04938271605,-1.045751634,-1.03030303,-0.9222310898,-0.2159255841,-0.6251990306,0.8057952636,-0.7758782643,-0.4092734465,10.85903402,0.2972165005,34.61067007
Nissan,Rogue Midnight Edition,Petrol,4–5,mid,Petrol | 4–5 | mid,201,300,180,8.2,1500,39000,10.57131693,0,0,-0.5,-0.2362204724,0.5555555556,0.2854022189,-0.1194663167,1.330296991,-0.08980424485,-0.4048685356,10.27124989,0.3000670372,34.99493013
Jaguar Land Rover,Jaguar F-PACE,Petrol,4–5,mid,Petrol | 4–5 | mid,250,365,230,7.2,1999,55000,10.91508846,0.3266666667,0.3143893591,0.3333333333,0.07874015748,0.001111111111,0.7813597135,0.2596814589,2.18444046,0.1188777921,-0.5216782546,10.61180432,0.3032841464,35.4299229
ASTON MARTIN,VANQUISH,Petrol,2,large,Petrol | 2 | large,580,630,324,3.6,5935,294000,12.59133505,-0.2510460251,-0.27100271,-0.02631578947,-0.75,-0.2926341073,0.03240150085,-0.3119615141,1.032932145,-0.3020154959,-0.3443630149,12.2875528,0.3037822511,35.49739799
Porsche,Taycan Cross Turismo,Electric,4–5,EV,Electric | 4–5 | EV,469,500,220,4.8,93,97700,11.48965684,0.5139442231,0.1412429379,0.2857142857,0.1403508772,0,0.6666750551,0.2933420982,1.94775038,0.1506055916,-0.3733329569,11.18333031,0.3063265284,35.84257988
Mazda,Luce Rotary Coupe,Petrol,4–5,small,Petrol | 4–5 | small,135,180,175,12,1300,27500,10.22194128,0.7115384615,0.2489626556,-0.125,-0.2658959538,-0.25,0.6110665908,0.2081518019,1.842395433,0.1129788959,-0.4029147889,9.915352091,0.3065891923,35.87826551
Volkswagen,Amarok V8,Diesel,4–5,large,Diesel | 4–5 | large,325,580,210,7.4,4000,70000,11.15625052,-0.768,-0.3692307692,1.5,-0.4,0,0.545822046,-0.1226461538,1.726026673,-0.07105692849,-0.6684681998,10.84910338,0.3071471453,35.95410034
Porsche,Cayenne Turbo S E-Hybrid Coupe,Hybrid,4–5,large,Hybrid | 4–5 | large,670,900,295,3.6,4000,167800,12.03052807,-0.3866666667,-0.003400204012,0.92,0,0,0.7103372273,0.04798662586,2.034677292,0.02358439152,-0.6623506014,11.72324116,0.3072869149,35.97310392
Porsche,911 Carrera Base,Petrol,4–5,mid,Petrol | 4–5 | mid,379,450,293,4.2,3000,106100,11.57213732,1.186666667,0.7255139057,1.383333333,1.023622047,-1.111111111,1.729280846,0.986271635,5.636598868,0.1749763746,-0.743009211,11.26443508,0.3077022408,36.0295888
TOYOTA,HILUX GR SPORT,Diesel,4–5,mid,Diesel | 4–5 | mid,224,500,170,10,2800,50000,10.81977828,0.7313915858,1.034482759,-0.2,-0.2097902098,-1.584158416,1.040790942,0.301717644,2.831455647,0.1065591984,-0.7390732985,10.51035502,0.3094232642,36.26390048
Jaguar Land Rover,Jaguar XF Sportbrake,Petrol,4–5,mid,Petrol | 4–5 | mid,250,400,250,6.5,2995,60000,11.00209984,0.3266666667,0.4836759371,0.6666666667,0.2992125984,-1.105555556,0.9068905956,0.348966596,2.476609767,0.1409049583,-0.5579239996,10.69200115,0.3100986953,36.35596845
Porsche,911 Carrera 4,Petrol,4–5,mid,Petrol | 4–5 | mid,379,450,293,4.2,3000,106500,11.57590026,1.186666667,0.7255139057,1.383333333,1.023622047,-1.111111111,1.73470962,0.986271635,5.667281901,0.1740290411,-0.7484379852,11.26443508,0.3114651804,36.5424242
Porsche,Macan T,Petrol,4–5,mid,Petrol | 4–5 | mid,265,400,233,6.2,2000,63000,11.05089001,0.4266666667,0.4836759371,0.3833333333,0.3937007874,0,0.9772799235,0.4014753449,2.657218565,0.1510885669,-0.5758045786,10.73916504,0.3117249614,36.57789994
Chevrolet,Tahoe RST,Petrol,6–7,large,Petrol | 6–7 | large,355,519,180,7.4,5300,64100,11.06819964,0.4128440367,0.34,-1.25,-0.5,-0.5,0.320743396,-0.1625045872,1.378151896,-0.1179148595,-0.4832479831,10.75625561,0.311944035,36.60782384
Chevrolet,Blazer LT,Petrol,4–5,mid,Petrol | 4–5 | mid,193,255,200,9,2500,36100,10.49404814,-0.05333333333,-0.2176541717,-0.1666666667,-0.4881889764,-0.5555555556,0.173926932,-0.2209464074,1.189968614,-0.185674147,-0.3948733394,10.18009943,0.3139487171,36.88195377
BMW,118i M SPORT,Petrol,4–5,small,Petrol | 4–5 | small,136,250,213,8.5,1499,36950,10.51732093,0.7307692308,0.8298755187,0.825,0.5433526012,-0.7475,0.9980007786,0.6580398547,2.71285281,0.2425637883,-0.3399609239,10.1997216,0.3175993227,37.38256902
Nissan,Hardbody Truck,Petrol,4–5,mid,Petrol | 4–5 | mid,134,206,160,10.6,2400,25000,10.1266311,-0.4466666667,-0.4546553809,-0.8333333333,-0.9921259843,-0.4444444444,-0.3561438102,-0.6345784953,0.7003718924,-0.906059341,-0.278434685,9.808570834,0.3180602703,37.44590978
TOYOTA,TOYOTA LAND CRUISER,Diesel,6–7,large,Diesel | 6–7 | large,381,500,218.8,6.712,5663,83884,11.33719017,0,-0.1626733922,2.19,0.544516129,0,2.139211018,0.5143685474,8.49273437,0.06056571711,-1.624842471,11.01874681,0.3184433611,37.49857413
BMW,114i,Petrol,4–5,mid,Petrol | 4–5 | mid,102,200,195,11.2,1598,26000,10.16585182,-0.66,-0.4836759371,-0.25,-1.181102362,0.4466666667,-0.2995602819,-0.5916223265,0.7411440435,-0.7982555236,-0.2920620447,9.847154506,0.3186973111,37.53349633
BMW,116i,Petrol,4–5,small,Petrol | 4–5 | small,109,200,200,10.9,1499,28000,10.23995979,0.2115384615,0.4149377593,0.5,-0.01156069364,-0.7475,0.6346700312,0.2173388747,1.886399586,0.1152135933,-0.4173311565,9.921159144,0.3188006457,37.54770902
Porsche,Cayenne Turbo S E-Hybrid,Hybrid,4–5,large,Hybrid | 4–5 | large,670,900,295,3.6,4000,170000,12.04355372,-0.3866666667,-0.003400204012,0.92,0,0,0.7335824306,0.04798662586,2.082527772,0.02304249025,-0.6855958048,11.72324116,0.3203125579,37.75582638
Cadillac,Escalade Platinum,Petrol,6–7,large,Petrol | 6–7 | large,420,624,210,6.8,6200,104595,11.55785103,1.009174312,0.865,0.25,0.25,-0.95,1.346484622,0.5787110092,3.84388903,0.1505535162,-0.7677736131,11.23744871,0.320402317,37.76819178
Volkswagen,Touareg V6,Diesel,4–5,mid,Diesel | 4–5 | mid,231,450,235,7.5,3000,60000,11.00209984,0.8220064725,0.6896551724,1.1,0.4895104895,-1.98019802,1.473501264,0.6445254968,4.364489651,0.1476748826,-0.8289757673,10.67668487,0.3254149669,38.46050921
Porsche,Panamera 4 E-Hybrid Sport Turismo,Hybrid,4–5,mid,Hybrid | 4–5 | mid,455,700,280,4.4,2900,120000,11.69524702,1.283950617,1.333333333,1.290322581,1.55,-1.219512195,2.10232147,1.223138289,8.18514945,0.149433837,-0.8791831805,11.36493973,0.330307295,39.13956316
Porsche,Cayenne Diesel (Regional Markets),Diesel,4–5,mid,Diesel | 4–5 | mid,262,580,221,7.3,3000,69000,11.14186178,1.223300971,1.586206897,0.82,0.5454545455,-1.98019802,1.805203319,0.9194777272,6.081207747,0.1511998546,-0.8857255917,10.81009128,0.331770501,39.34330203
TOYOTA,FORTUNER GR SPORT,Diesel,6–7,mid,Diesel | 6–7 | mid,204,500,175,10.5,2800,55000,10.91508846,1.047619048,1.071428571,-0.202020202,0.25,-1.5,1.276750738,0.5155483405,3.584972265,0.1438081811,-0.761202397,10.58087542,0.3342130429,39.68406989
Porsche,Taycan,Electric,4–5,EV,Electric | 4–5 | EV,402,344,230,5.4,79,86700,11.37020916,0.2470119522,-0.2994350282,0.4285714286,-0.0701754386,0,0.510940767,0.09824637561,1.666858583,0.05894103831,-0.4126943914,11.03575821,0.3344509576,39.71730674
Nissan,Figaro,Petrol,4–5,small,Petrol | 4–5 | small,76,103,170,12.8,1000,20000,9.903487553,-0.4230769231,-0.3900414938,-0.25,-0.450867052,0.5,0.193906374,-0.3412586322,1.213982617,-0.2811066875,-0.5351650062,9.568075527,0.3354120254,39.85164908
Mazda,Proceed Marvie,Petrol,4–5,mid,Petrol | 4–5 | mid,120,200,160,12,2600,22500,10.02127059,-0.54,-0.4836759371,-0.8333333333,-1.433070866,-0.6666666667,-0.5081469037,-0.7723493607,0.6016093866,-1.283805369,-0.264202457,9.684823626,0.3364469623,39.99646164
Porsche,Taycan Sport Turismo Base,Electric,4–5,EV,Electric | 4–5 | EV,375,500,230,5.4,79,90500,11.41310513,0.1394422311,0.1412429379,0.4285714286,-0.0701754386,0,0.5668679574,0.1487325664,1.762737428,0.0843759054,-0.4181353909,11.0739464,0.3391587299,40.37661472
Porsche,Cayenne Platinum Edition,Petrol,4–5,mid,Petrol | 4–5 | mid,335,450,245,5.8,3000,79000,11.27720313,0.8933333333,0.7255139057,0.5833333333,0.5196850394,-1.111111111,1.303780748,0.6228175668,3.683195612,0.1690970647,-0.6809631814,10.9379769,0.3392262283,40.38609023
Nissan,Evalia,Diesel,6–7,mid,Diesel | 6–7 | mid,85,200,140,15,1500,25000,10.1266311,-1.470899471,-1.071428571,-1.616161616,-2,1.75,-0.5257528973,-1.364832852,0.5911101516,-2.308931506,-0.839079955,9.787335754,0.3392953494,40.39579421
Porsche,Taycan Sport Turismo GTS,Electric,4–5,EV,Electric | 4–5 | EV,590,620,250,3.7,93,136700,11.82554402,0.9960159363,0.4802259887,0.7142857143,0.5263157895,0,1.104600293,0.6927710762,3.018017904,0.2295450518,-0.4118292165,11.48546187,0.340082154,40.50630173
LAMBORGHINI,AVENTADOR SVJ ROADSTER,Petrol,2,large,Petrol | 2 | large,759,720,350,2.9,6498,573000,13.258641,0.4979079498,0.216802168,0.6578947368,0.125,-0.5180144115,0.4755587366,0.3483064428,1.608912905,0.2164855796,-0.1272522938,12.91626445,0.3423765461,40.82904839
Nissan,Datsun 240Z (Classic),Petrol,2,mid,Petrol | 2 | mid,151,198,210,8,2400,45000,10.71441777,-0.8097826087,-0.7222222222,-0.6666666667,-0.84375,-0.4016064257,0,-0.7500320121,1,-0.7500320121,-0.7500320121,10.37141386,0.3430039104,40.91742723
Nissan,Datsun 240Z,Petrol,2,mid,Petrol | 2 | mid,151,198,210,8,2400,45000,10.71441777,-0.8097826087,-0.7222222222,-0.6666666667,-0.84375,-0.4016064257,0,-0.7500320121,1,-0.7500320121,-0.7500320121,10.37141386,0.3430039104,40.91742723
TOYOTA,HILUX REVO ROCCO,Diesel,4–5,mid,Diesel | 4–5 | mid,204,500,175,10,2800,50000,10.81977828,0.4724919094,1.034482759,-0.1,-0.2097902098,-1.584158416,1.040790942,0.2311027573,2.831455647,0.08161976949,-0.8096881852,10.47609278,0.3436855009,41.01350796
Porsche,911 Carrera,Petrol,4–5,mid,Petrol | 4–5 | mid,379,450,293,4.2,3000,110000,11.60823564,1.186666667,0.7255139057,1.383333333,1.023622047,-1.111111111,1.781359714,0.986271635,5.937924809,0.1660970233,-0.7950880785,11.26443508,0.343800561,41.02973392
Porsche,Cayenne S Hybrid,Hybrid,4–5,mid,Hybrid | 4–5 | mid,380,580,242,6.5,3000,85500,11.35627165,0.8209876543,0.862745098,0.6774193548,0.5,-1.33037694,1.438738143,0.6288597226,4.215373261,0.1491824528,-0.8098784202,11.01093811,0.3453335478,41.24609644
Nissan,Skyline GT-R R34,Petrol,4–5,mid,Petrol | 4–5 | mid,276,392,250,5.6,2600,70000,11.15625052,0.5,0.4449818622,0.6666666667,0.5826771654,-0.6666666667,1.129283017,0.4805318055,3.093437762,0.1553390895,-0.6487512114,10.81017437,0.3460761514,41.35102525
Volkswagen,T-Roc Cabriolet,Petrol,4–5,mid,Petrol | 4–5 | mid,150,250,205,9.6,1500,35000,10.46310334,-0.34,-0.2418379686,-0.08333333333,-0.6771653543,0.5555555556,0.1292830169,-0.2916895535,1.138012155,-0.2563149718,-0.4209725704,10.11655721,0.3465461343,41.41747343
GMC,Sierra 3500HD AT4,Petrol,4–5,large,Petrol | 4–5 | large,401,629,170,7.7,6600,72000,11.1844214,-0.44,-0.04938271605,-1.045751634,-1.111111111,-0.9222310898,-0.1980999221,-0.6413606467,0.8202878842,-0.7818726317,-0.4432607246,10.83740308,0.3470183201,41.48426451
GMC,Canyon Elevation,Petrol,4–5,mid,Petrol | 4–5 | mid,200,259,175,8.5,2500,36300,10.49957302,-0.006666666667,-0.1983071342,-0.5833333333,-0.3307086614,-0.5555555556,0.1818976431,-0.2525809369,1.199491411,-0.2105733601,-0.43447858,10.15168497,0.3478880527,41.60737152
Porsche,Taycan Cross Turismo 4,Electric,4–5,EV,Electric | 4–5 | EV,375,500,240,5.1,93,94800,11.45952469,0.1394422311,0.1412429379,0.5714285714,0.0350877193,0,0.6273891595,0.1983566266,1.872714831,0.1059192907,-0.429032533,11.11148247,0.348042217,41.62920401
Nissan,X-Terra Pro-4X,Petrol,6–7,mid,Petrol | 6–7 | mid,190,240,175,10.8,2500,40000,10.59663473,0.1014084507,-0.03697478992,-0.6060606061,-0.4770642202,-0.106,0.5609012262,-0.1938269655,1.752250963,-0.1106159845,-0.7547281917,10.24755616,0.3490785698,41.77605791
Nissan,Datsun 510 (Classic),Petrol,4–5,mid,Petrol | 4–5 | mid,96.5,135,175,10.2,1600,25000,10.1266311,-0.6966666667,-0.7980652963,-0.5833333333,-0.8661417323,0.4444444444,-0.3561438102,-0.6711191835,0.7003718924,-0.9582326059,-0.3149753733,9.775749612,0.3508814921,42.0318997
Nissan,Datsun 510,Petrol,4–5,mid,Petrol | 4–5 | mid,96.5,135,175,10.2,1600,25000,10.1266311,-0.6966666667,-0.7980652963,-0.5833333333,-0.8661417323,0.4444444444,-0.3561438102,-0.6711191835,0.7003718924,-0.9582326059,-0.3149753733,9.775749612,0.3508814921,42.0318997
TOYOTA,AYGO X,Petrol,4–5,small,Petrol | 4–5 | small,71,93,160,14.8,1000,18000,9.798127037,-0.5192307692,-0.4730290456,-0.5,-0.9132947977,0.5,0.05588878693,-0.5339955379,1.057480072,-0.5049698356,-0.5898843248,9.446248554,0.3518784832,42.17357484
Nissan,Elgrand,Petrol,6–7,large,Petrol | 6–7 | large,280,344.7,200,8.5,3500,50000,10.81977828,-0.2752293578,-0.5315,-0.25,-1.875,0.4,-0.1996595611,-0.6076302752,0.8190095283,-0.7419086765,-0.4079707141,10.46728245,0.352495834,42.26137292
Porsche,Macan T,Petrol,4–5,mid,Petrol | 4–5 | mid,261,400,232,6.2,2000,65000,11.08214255,0.4,0.4836759371,0.3666666667,0.3937007874,0,1.022367813,0.3888086782,2.779768951,0.1398708616,-0.6335591348,10.72778771,0.3543548351,42.52608294
Chevrolet,Silverado 3500HD High Country,Diesel,6–7,large,Diesel | 6–7 | large,445,1234,160,8.5,6600,75700,11.23453344,0.25,0.762925599,-0.75,-0.03225806452,-0.2839393939,1.730731758,0.0694365372,5.644783014,0.01230101087,-1.661295221,10.87973146,0.3548019753,42.58982632
Porsche,Cayenne,Petrol,4–5,mid,Petrol | 4–5 | mid,335,450,245,5.9,3000,80000,11.28978191,0.8933333333,0.7255139057,0.5833333333,0.4881889764,-1.111111111,1.321928095,0.6165183542,3.750646012,0.1643765773,-0.7054097407,10.93231889,0.357463028,42.96977067
Porsche,Panamera Turbo S Exclusive Series,Petrol,4–5,large,Petrol | 4–5 | large,570,800,310,3.8,4000,290000,12.5776362,0.2038095238,0.3527336861,0.7843137255,0.4646464646,0,0.6834834299,0.3916721086,1.980765587,0.197737739,-0.2918113213,12.22002917,0.3576070324,42.99036042
GMC,Terrain AT4,Petrol,4–5,mid,Petrol | 4–5 | mid,175,275,190,9.6,1500,36500,10.50506754,-0.1733333333,-0.1209189843,-0.3333333333,-0.6771653543,0.5555555556,0.1898245589,-0.2591724233,1.209037464,-0.2143626074,-0.4489969822,10.14576443,0.3593031128,43.23308936
Nissan,Rogue Sport SL,Petrol,4–5,mid,Petrol | 4–5 | mid,141,195,190,9,2000,32000,10.37349118,-0.4,-0.507859734,-0.3333333333,-0.4881889764,0,0,-0.4058764087,1,-0.4058764087,-0.4058764087,10.0139934,0.359497783,43.26097528
Chevrolet,Colorado ZR2,Diesel,4–5,mid,Diesel | 4–5 | mid,181,500,160,9.1,2800,48295,10.78508331,0.1747572816,1.034482759,-0.4,0.04195804196,-1.584158416,0.9584481203,0.1172452879,2.607646578,0.04496210831,-0.8412028324,10.42084931,0.3642340039,43.94110025
Nissan,Caravan Coach,Diesel,6–7,mid,Diesel | 6–7 | mid,127,260,140,14,2500,30000,10.30895266,-0.582010582,-0.6428571429,-1.616161616,-1.5,-0.75,-0.1089449818,-0.9930074555,0.8967797554,-1.107303604,-0.8840624737,9.94424979,0.3647028706,44.00860526
Porsche,Taycan Cross Turismo GTS,Electric,4–5,EV,Electric | 4–5 | EV,590,620,250,3.8,93,139400,11.84510278,0.9960159363,0.4802259887,0.7142857143,0.4912280702,0,1.130100736,0.6857535323,3.095968361,0.2214988825,-0.4443472041,11.48015374,0.3649490399,44.04406013
GMC,Sierra 2500HD Denali Black Edition,Petrol,4–5,large,Petrol | 4–5 | large,401,629,170,7.5,6600,75000,11.22524339,-0.44,-0.04938271605,-1.045751634,-1.03030303,-0.9222310898,-0.1722690232,-0.6251990306,0.8417526917,-0.742734816,-0.4529300074,10.85903402,0.366209372,44.22571794
Jaguar Land Rover,Jaguar F-PACE S 30t AWD,Petrol,4–5,mid,Petrol | 4–5 | mid,247,365,225,6.4,1999,60000,11.00209984,0.3066666667,0.3143893591,0.25,0.3307086614,0.001111111111,0.9068905956,0.286408493,2.476609767,0.1156453862,-0.6204821026,10.63581081,0.3662890266,44.23720663
Porsche,Panamera,Petrol,4–5,mid,Petrol | 4–5 | mid,330,450,270,5.6,2900,88000,11.38509209,0.86,0.7255139057,1,0.5826771654,-1,1.459431619,0.7126382142,4.303512797,0.1655945382,-0.7467934044,11.01865473,0.3664373614,44.25860361
Porsche,Cayenne Coupe Turbo E-Hybrid,Hybrid,4–5,large,Hybrid | 4–5 | large,728,950,295,3.6,4000,182900,12.11669483,0,0,0.92,0,0,0.8641080536,0.184,2.372888652,0.07754261871,-0.6801080536,11.74842292,0.3682719174,44.52349702
Volkswagen,T-Roc Cabriolet,Petrol,4–5,small,Petrol | 4–5 | small,115,250,205,9.6,1000,35000,10.46310334,0.3269230769,0.8298755187,0.625,0.289017341,0.5,0.9269781537,0.4882016489,2.526861841,0.1932047257,-0.4387765048,10.09236866,0.3707346827,44.8798631
TOYOTA,PRIUS,Petrol,4–5,mid,Petrol | 4–5 | mid,121,142,180,10.5,1798,26700,10.19241884,-0.5333333333,-0.7642079807,-0.5,-0.9606299213,0.2244444444,-0.2612321632,-0.6204120248,0.7701021095,-0.8056230689,-0.3591798616,9.821295303,0.3711235415,44.93621187
Porsche,911 GT3 RS,Petrol,2,large,Petrol | 2 | large,518,465,296,3.2,4000,241300,12.39379625,-0.510460251,-1.165311653,-0.7631578947,-0.25,0.4819855885,-0.09878382172,-0.590255718,0.9059385311,-0.6515405822,-0.4914718963,12.02255916,0.3712370966,44.95267105
Porsche,911 Dakar Limited Edition,Petrol,4–5,mid,Petrol | 4–5 | mid,473,570,240,3.425,3000,136625,11.82499523,1.813333333,1.30592503,0.5,1.267716535,-1.111111111,2.094077686,1.193839424,8.117950215,0.1470616834,-0.9002382614,11.45087461,0.3741206195,45.3712486
Mazda,Parkway,Petrol,4–5,mid,Petrol | 4–5 | mid,115,155,160,12.5,1800,22500,10.02127059,-0.5733333333,-0.7013301088,-0.8333333333,-1.590551181,0.2222222222,-0.5081469037,-0.8145984802,0.6016093866,-1.354032198,-0.3064515765,9.646875032,0.3743955558,45.41122193
Porsche,911 Dakar Sport,Petrol,4–5,mid,Petrol | 4–5 | mid,473,570,240,3.5,3000,136625,11.82499523,1.813333333,1.30592503,0.5,1.244094488,-1.111111111,2.094077686,1.189115015,8.117950215,0.1464797127,-0.9049626709,11.44663109,0.3783641327,45.98944413
Porsche,Panamera Turbo S E-Hybrid,Hybrid,4–5,large,Hybrid | 4–5 | large,690,870,315,3.2,4000,190000,12.15477935,-0.2533333333,-0.00544032642,1.08,1,0,0.932072632,0.326245268,2.53976773,0.1284547654,-0.6058273639,11.77475846,0.3800208915,46.2315139
Nissan,Cima,Petrol,4–5,large,Petrol | 4–5 | large,270,390,210,8,4100,60000,11.00209984,-0.939047619,-0.6114050558,-0.522875817,-1.232323232,-0.03547042653,-0.3134673792,-0.803761009,0.7309082214,-1.099674331,-0.4902936298,10.62004407,0.3820557745,46.52938088
Chevrolet,Tahoe Z71,Petrol,6–7,large,Petrol | 6–7 | large,355,519,180,7.6,5300,66700,11.10796023,0.4128440367,0.34,-1.25,-0.75,-0.5,0.4040354616,-0.2125045872,1.497857062,-0.1418724073,-0.6165400487,10.72379588,0.38416435,46.83867513
Porsche,911 Carrera 4,Petrol,4–5,mid,Petrol | 4–5 | mid,379,450,293,4.4,3000,113300,11.63779445,1.186666667,0.7255139057,1.383333333,0.9606299213,-1.111111111,1.824004051,0.9736732098,6.196620426,0.1571297163,-0.8503308411,11.25311905,0.3846753983,46.91373595
Jeep,Cherokee,Petrol,4–5,mid,Petrol | 4–5 | mid,180,230,195,8.5,2400,37695,10.53728274,-0.14,-0.338573156,-0.25,-0.3307086614,-0.4444444444,0.2363012668,-0.2550785857,1.266555824,-0.2013954544,-0.4913798525,10.14944155,0.3878411849,47.37957047
Volkswagen,Phaeton,Diesel,4–5,mid,Diesel | 4–5 | mid,240,560,250,6.1,3000,75240,11.22843828,0.9385113269,1.448275862,1.4,0.8811188811,-1.98019802,2.010678446,0.975348012,7.468382525,0.1305969544,-1.035330434,10.83719946,0.3912388228,47.88116451
LAMBORGHINI,AVENTADOR SVJ XAGO,Petrol,2,large,Petrol | 2 | large,759,720,350,2.9,6498,603000,13.30967248,0.4979079498,0.216802168,0.6578947368,0.125,-0.5180144115,0.5094486932,0.3483064428,1.664373362,0.2092718202,-0.1611422503,12.91626445,0.3934080261,48.202297
Volkswagen,Crafter,Diesel,4–5,mid,Diesel | 4–5 | mid,140,410,160,13,2000,40000,10.59663473,-0.355987055,0.4137931034,-0.4,-1.048951049,0,0.5111963101,-0.3316270584,1.667284592,-0.1989024909,-0.8428233684,10.20305712,0.393577609,48.22743171
BENTLEY,Continental GT Azure,Petrol,4–5,large,Petrol | 4–5 | large,550,900,318,4,3996,311000,12.64754819,0.1276190476,0.5878894768,0.8888888889,0.3838383838,0.001418817061,0.7277215801,0.4168609574,2.070358085,0.2013472744,-0.3108606227,12.25374229,0.3938058993,48.26127445
Jeep,Gladiator Mojave Edition,Petrol,4–5,large,Petrol | 4–5 | large,285,353,177,8.6,3600,51570,10.85069539,-0.8819047619,-0.6984126984,-0.954248366,-1.474747475,0.1418817061,-0.4092714475,-0.9270542892,0.6641339303,-1.395884545,-0.5177828417,10.45502654,0.3956688429,48.53773429
BMW,116i EFFICIENTDYNAMICS,Petrol,4–5,mid,Petrol | 4–5 | mid,109,200,195,10.9,1598,29000,10.27505111,-0.6133333333,-0.4836759371,-0.25,-1.086614173,0.4466666667,-0.1420190049,-0.5563913554,0.8676047676,-0.6412958713,-0.4143723505,9.878799326,0.3962517826,48.62434807
Peugeot,Boxer L2H2,Diesel,4–5,mid,Diesel | 4–5 | mid,130,350,140,14,2200,35000,10.46310334,-0.4854368932,0,-0.8,-1.328671329,-0.396039604,0.1942814435,-0.6154391586,1.214438031,-0.5067686807,-0.809720602,10.06535192,0.3977514201,48.84739792
GMC,Canyon SLT,Petrol,4–5,mid,Petrol | 4–5 | mid,200,259,175,8.6,2500,38000,10.54534144,-0.006666666667,-0.1983071342,-0.5833333333,-0.3622047244,-0.5555555556,0.2479275134,-0.2588801495,1.281367047,-0.202034343,-0.5068076629,10.14602695,0.3993144886,49.08023853
